'dep_epci';'siren_epci';'nom_complet';'nj_epci2021';'fisc_epci2021';'nb_com_2021';'ptot_epci_2021';'pmun_epci_2021'
'56';200042174;'CA Lorient Agglomération';'CA';'FPU';25;209360;204107
'56';200043123;'CC Auray Quiberon Terre Atlantique';'CC';'FPU';24;89923;87546
'56';200066777;'CC Ploërmel Communauté';'CC';'FPU';30;43513;42001
'56';200066785;'CC de l''Oust à Brocéliande';'CC';'FPU';26;40024;38981
'56';200067221;'CC Centre Morbihan Communauté';'CC';'FPU';18;44057;42823
'56';200067932;'CA Golfe du Morbihan - Vannes Agglomération';'CA';'FPU';34;174638;169785
'56';245600440;'CC de Blavet Bellevue Océan';'CC';'FA';5;18489;18022
'56';245600465;'CC de Belle Ile en Mer';'CC';'FPU';4;5569;5443
'56';245614383;'CC Questembert Communauté';'CC';'FPU';13;24242;23677
'56';245614417;'CC Roi Morvan Communauté';'CC';'FPU';21;25475;24577
'56';245614433;'CC Pontivy Communauté';'CC';'FPU';25;48101;46307
'57';200039865;'Metz Métropole';'METRO';'FPU';44;225374;221484
'57';200039907;'CC du Sud Messin';'CC';'FPU';34;16726;16331
'57';200039949;'CC Rives de Moselle';'CC';'FPU';20;52737;51925
'57';200067486;'CC Bouzonvillois-Trois Frontières';'CC';'FPU';42;25682;25187
'57';200067502;'CA Saint-Avold Synergie';'CA';'FPU';41;53998;52934
'57';200067650;'CC Houve-Pays Boulageois';'CC';'FPU';37;23476;23116
'57';200067957;'CC Haut Chemin-Pays de Pange';'CC';'FPU';28;19803;19225
'57';200068146;'CC Sarrebourg Moselle Sud';'CC';'FPU';76;46624;45555
'57';200069441;'CC du Pays de Bitche';'CC';'FPU';46;34921;34069
'57';200070746;'CA Sarreguemines Confluences';'CA';'FPU';38;66121;64748
'57';245700133;'CC du District Urbain de Faulquemont (DUF)';'CC';'FPU';33;24780;24358
'57';245700372;'CA de Forbach Porte de France';'CA';'FPU';21;78293;77140
'57';245700398;'CC de Freyming-Merlebach';'CC';'FPU';11;32109;31709
'57';245700695;'CC de Cattenom et Environs';'CC';'FPU';20;26510;25985
'57';245700950;'CC du Pays de Phalsbourg';'CC';'FPU';26;18020;17490
'57';245701164;'CC du Warndt';'CC';'FPU';5;18268;17959
'57';245701206;'CC du Saulnois';'CC';'FPU';128;29858;28853
'57';245701222;'CA du Val de Fensch';'CA';'FPU';10;71176;70402
'57';245701271;'CC du Pays Orne Moselle';'CC';'FPU';13;54448;53941
'57';245701354;'CC de l''Arc Mosellan';'CC';'FPU';26;35286;34689
'57';245701362;'CA Portes de France-Thionville';'CA';'FPU';13;81413;80039
'57';245701404;'CC du Pays Haut Val d''Alzette';'CC';'FPU';8;29232;28875
'58';200067429;'CC Haut Nivernais-Val d''Yonne';'CC';'FA';30;12693;12187
'58';200067692;'CC Tannay-Brinon-Corbigny';'CC';'FPU';58;10031;9718
'58';200067700;'CC Sud Nivernais';'CC';'FPU';20;21150;20717
'58';200067882;'CC Bazois Loire Morvan';'CC';'FPU';46;15688;15432
'58';200067890;'CC Morvan Sommets et Grands Lacs';'CC';'FA';34;12887;12304
'58';200067908;'CC Amognes Coeur du Nivernais';'CC';'FPU';28;8811;8580
'58';200067916;'CC Coeur de Loire';'CC';'FPU';30;25726;25182
'58';200068088;'CC Les Bertranges';'CC';'FA';32;20342;20033
'58';245801063;'CC Loire et Allier';'CC';'FPU';6;7346;7186
'58';245804406;'CA de Nevers';'CA';'FPU';13;67649;65707
'58';245804497;'CC du Nivernais Bourbonnais';'CC';'FPU';9;5526;5437
'59';200030633;'CA du Caudrésis et du Catésis';'CA';'FPU';46;65380;64565
'59';200040947;'CC de Flandre Intérieure';'CC';'FPU';50;104309;102391
'59';200040954;'CC des Hauts de Flandre';'CC';'FPU';40;54680;53584
'59';200041960;'CC Pévèle-Carembault';'CC';'FPU';38;97859;95816
'59';200042190;'CA de la Porte du Hainaut';'CA';'FPU';47;160096;158837
'59';200043263;'CC Coeur de l''Avesnois';'CC';'FPU';43;30306;29788
'59';200043321;'CC du Pays de Mormal';'CC';'FPU';53;49257;48392
'59';200043396;'CA Maubeuge Val de Sambre';'CA';'FPU';43;126518;125160
'59';200043404;'CC du Sud Avesnois';'CC';'FPU';12;25461;25055
'59';200044618;'CA Douaisis Agglo';'CA';'FPU';35;150959;148983
'59';200068500;'CA de Cambrai';'CA';'FPU';55;83119;81739
'59';200093201;'Métropole Européenne de Lille';'METRO';'FPU';95;1185377;1174273
'59';245900428;'CU de Dunkerque';'CU';'FPU';17;198713;195917
'59';245900758;'CC Flandre Lys';'CC';'FPU';8;39933;39349
'59';245901038;'CC du Pays Solesmois';'CC';'FPU';15;15069;14807
'59';245901152;'CC Coeur d''Ostrevent (CCCO)';'CC';'FPU';20;71916;71066
'59';245901160;'CA Valenciennes Métropole';'CA';'FPU';35;194489;192787
'60';200066975;'CC Senlis Sud Oise';'CC';'FPU';17;25346;24345
'60';200067965;'CA de la Région de Compiègne et de la Basse Automne';'CA';'FPU';22;84879;82870
'60';200067973;'CC Thelloise';'CC';'FPU';40;61725;60670
'60';200067999;'CA du Beauvaisis';'CA';'FPU';53;105753;103191
'60';200068005;'CC de l''Oise Picarde';'CC';'FPU';52;21454;21028
'60';200068047;'CA Creil Sud Oise';'CA';'FPU';11;88141;87036
'60';246000129;'CC du Liancourtois';'CC';'FPU';10;24066;23745
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705
'60';246000855;'CC du Pays des Sources';'CC';'FA';48;22633;22074
'60';246000871;'CC du Pays de Valois';'CC';'FPU';62;56849;55673
'60';246000897;'CC de la Plaine d''Estrées';'CC';'FPU';19;18344;17966
'60';246000913;'CC du Pays de Bray';'CC';'FPU';23;18649;18302
'60';246000921;'CC des Pays d''Oise et d''Halatte';'CC';'FPU';17;34843;34240
'61';200035103;'CC de la Vallée de la Haute Sarthe';'CC';'FA';31;7797;7630
'61';200035111;'CC des Sources de l''Orne';'CC';'FPU';23;12589;11971
'61';200035814;'CA Flers Agglo';'CA';'FPU';42;55462;53786
'61';200036069;'CC du Pays de Mortagne au Perche';'CC';'FA';33;14232;13670
'61';200068435;'CC Coeur du Perche';'CC';'FPU';12;11633;11372
'61';200068443;'CC Andaine - Passais';'CC';'FPU';12;13517;13200
'61';200068450;'CC Argentan Intercom';'CC';'FPU';49;34642;33773
'61';200068468;'CC des Pays de L''Aigle';'CC';'FPU';32;26522;25823
'61';200068856;'CC des Hauts du Perche';'CC';'FPU';10;8378;8220
'61';200069458;'CC des Vallées d''Auge et du Merlerault';'CC';'FPU';46;14938;14554
'61';200071504;'CC des Collines du Perche Normand';'CC';'FPU';16;12601;12317
'61';200071520;'CC Domfront Tinchebray Interco';'CC';'FPU';15;16288;15914
'61';200071652;'CC du Pays Fertois et du Bocage Carrougien';'CC';'FA';19;5063;4964
'61';246100390;'CC du Val d''Orne';'CC';'FA';17;6018;5684
'61';246100663;'CU d''Alençon';'CU';'FPU';31;57774;55924
'62';200018083;'CC de Desvres-Samer';'CC';'FPU';31;23827;23225
'62';200033579;'CU d''Arras';'CU';'FPU';46;110371;108347
'62';200035442;'CC du Sud-Artois';'CC';'FPU';64;28050;27349
'62';200044030;'CC des 7 Vallées';'CC';'FPU';69;30182;29653
'62';200044048;'CC Osartis Marquion';'CC';'FPU';49;42831;42277
'62';200069029;'CA des Deux Baies en Montreuillois';'CA';'FPU';46;67702;66119
'62';200069037;'CA du Pays de Saint-Omer';'CA';'FPU';53;107895;105169
'62';200069235;'CC du Haut Pays du Montreuillois';'CC';'FPU';49;16489;15747
'62';200069482;'CC des Campagnes de l''Artois';'CC';'FPU';96;34241;33193
'62';200069672;'CC du Ternois';'CC';'FPU';103;38872;38158
'62';200072460;'CA de Béthune-Bruay, Artois-Lys Romane';'CA';'FPU';100;279917;276759
'62';200072478;'CC Pays d''Opale';'CC';'FPU';23;25523;25188
'62';200090751;'CA Grand Calais Terres et Mers';'CA';'FPU';14;105609;104367
'62';246200299;'CA d''Hénin-Carvin';'CA';'FPU';14;127470;126509
'62';246200364;'CA de Lens - Liévin';'CA';'FPU';36;243731;241703
'62';246200380;'CC de la Terre des Deux Caps';'CC';'FA';21;22534;22197
'62';246200729;'CA du Boulonnais';'CA';'FPU';22;114493;112836
'62';246200844;'CC de la Région d''Audruicq';'CC';'FA';15;28022;27630
'62';246201016;'CC du Pays de Lumbres';'CC';'FPU';36;24634;24170
'63';200067627;'CC Billom Communauté';'CC';'FPU';25;26242;25734
'63';200069169;'CC Dômes Sancy Artense';'CC';'FPU';27;13040;12594
'63';200069177;'CC Mond''Arverne Communauté';'CC';'FPU';27;41216;40415
'63';200070407;'CA Agglo Pays d''Issoire';'CA';'FPU';88;58023;56671
'63';200070712;'CC Thiers Dore et Montagne';'CC';'FPU';30;38126;37193
'63';200070753;'CA Riom Limagne et Volcans';'CA';'FPU';31;68807;67153
'63';200070761;'CC Ambert Livradois Forez';'CC';'FPU';58;28350;27563
'63';200071199;'CC Plaine Limagne';'CC';'FPU';25;21550;21194
'63';200071215;'CC Chavanon Combrailles et Volcans';'CC';'FPU';36;13123;12711
'63';200072080;'CC du Pays de Saint-Eloy';'CC';'FPU';34;16337;15841
'63';200072098;'CC Combrailles Sioule et Morge';'CC';'FPU';29;19515;19162
'63';246300701;'Clermont Auvergne Métropole';'METRO';'FPU';21;300131;294127
'63';246300966;'CC du Massif du Sancy';'CC';'FPU';20;9864;9646
'63';246301097;'CC Entre Dore et Allier';'CC';'FPU';14;19392;19089
'64';200039204;'CC de Lacq-Orthez';'CC';'FPU';61;55001;53184
'64';200067106;'CA du Pays Basque';'CA';'FPU';158;320763;312278
'64';200067239;'CC des Luys en Béarn';'CC';'FPU';66;29361;28481
'64';200067254;'CA Pau Béarn Pyrénées';'CA';'FPU';31;165637;161871
'64';200067262;'CC du Haut Béarn';'CC';'FPU';48;33333;32154
'64';200067288;'CC du Béarn des Gaves';'CC';'FPU';53;17976;17445
'64';200067296;'CC du Nord Est Béarn';'CC';'FPU';73;35185;34273
'64';246400337;'CC de la Vallée d''Ossau';'CC';'FPU';18;9874;9675
'64';246401756;'CC Pays de Nay';'CC';'FPU';29;29819;28715
'65';200069300;'CA Tarbes-Lourdes-Pyrénées';'CA';'FPU';86;127734;124774
'65';200070787;'CC du Plateau de Lannemezan';'CC';'FA';57;18213;17755
'65';200070795;'CC du Pays de Trie et du Magnoac';'CC';'FA';50;7296;6915
'65';200070803;'CC des Coteaux du Val d''Arros';'CC';'FA';53;11358;11103
'65';200070811;'CC Pyrénées Vallées des Gaves';'CC';'FPU';46;15852;15327
'65';200070829;'CC Neste Barousse';'CC';'FA';43;7427;7255
'65';200072106;'CC Adour Madiran';'CC';'FPU';72;24926;24238
'65';246500482;'CC de la Haute-Bigorre';'CC';'FPU';25;17189;16640
'65';246500573;'CC Aure Louron';'CC';'FA';46;7088;6918
'66';200027183;'CU Perpignan Méditerranée Métropole';'CU';'FPU';36;272294;268445
'66';200043602;'CC des Albères, de la Côte Vermeille et de l''Illibéris';'CC';'FPU';15;56549;55610
'66';200049211;'CC Conflent-Canigó';'CC';'FPU';45;21075;20466
'66';200070365;'CC Corbières Salanque Méditerranée';'CC';'FPU';21;22430;22196
'66';246600282;'CC Sud-Roussillon';'CC';'FPU';6;23991;23575
'66';246600373;'CC du Vallespir';'CC';'FPU';10;20882;20468
'66';246600399;'CC Pyrénées Cerdagne';'CC';'FPU';19;8965;8635
'66';246600415;'CC Roussillon-Conflent';'CC';'FPU';16;18687;18398
'66';246600423;'CC Agly Fenouillèdes';'CC';'FPU';24;6486;6412
'66';246600449;'CC des Aspres';'CC';'FPU';19;22049;21708
'66';246600464;'CC Pyrénées Catalanes';'CC';'FPU';19;6272;5974
'66';246600548;'CC du Haut Vallespir';'CC';'FPU';14;9822;9677
'67';200013050;'CC Sauer-Pechelbronn';'CC';'FPU';24;17927;17388
'67';200030526;'CC du Ried de Marckolsheim';'CC';'FA';18;20547;20254
'67';200034270;'CC du Pays de Barr';'CC';'FPU';20;24857;24254
'67';200034635;'CC du Kochersberg';'CC';'FPU';23;26147;25709
'67';200040178;'CC de l''Outre-Forêt';'CC';'FPU';13;16444;16214
'67';200041283;'CC de la Plaine du Rhin';'CC';'FA';19;18657;18402
'67';200041325;'CC du Pays Rhénan';'CC';'FPU';17;37137;36688
'67';200067783;'CC de Hanau-La Petite Pierre';'CC';'FPU';38;27028;26627
'67';200067841;'CC de l''Alsace Bossue';'CC';'FA';45;24991;24509
'67';200067874;'CA de Haguenau';'CA';'FPU';36;98018;96736
'67';200067924;'CC du Canton d''Erstein';'CC';'FPU';28;48683;47915
'67';200068112;'CC du Pays de Saverne';'CC';'FPU';35;36491;35772
'67';200068864;'CC de la Mossig et du Vignoble';'CC';'FPU';24;24995;24606
'67';246700306;'CC de la Vallée de la Bruche';'CC';'FPU';26;21302;20883
'67';246700488;'Eurométropole de Strasbourg';'METRO';'FPU';33;505916;500510
'67';246700744;'CC des Portes de Rosheim';'CC';'FPU';9;18400;18028
'67';246700777;'CC de la Vallée de Villé';'CC';'FPU';18;11065;10789
'67';246700843;'CC de la Basse-Zorn';'CC';'FA';7;17594;17393
'67';246700926;'CC du Pays de Wissembourg';'CC';'FA';12;16289;15888
'67';246700959;'CC du Pays de la Zorn';'CC';'FPU';20;16256;16064
'67';246700967;'CC de Sélestat';'CC';'FA';12;37443;36854
'67';246701064;'CC de la Région de Molsheim-Mutzig';'CC';'FA';18;40935;40422
'67';246701080;'CC du Pays de Sainte-Odile';'CC';'FPU';6;19019;18452
'67';246701098;'CC du Pays de Niederbronn-les-Bains';'CC';'FPU';13;23730;23387
'68';200036465;'CC de Thann-Cernay';'CC';'FPU';16;38072;37251
'68';200066009;'CA Mulhouse Alsace Agglomération';'CA';'FPU';39;278129;274066
'68';200066025;'CC Pays Rhin - Brisach';'CC';'FPU';29;33911;33336
'68';200066033;'CC Sud Alsace Largue';'CC';'FPU';44;22719;22297
'68';200066041;'CC Sundgau';'CC';'FPU';64;48683;47562
'68';200066058;'CA Saint-Louis Agglomération';'CA';'FPU';40;81783;80298
'68';246800205;'CC de la Vallée de Saint-Amarin';'CC';'FPU';15;12530;12336
'68';246800395;'CC du Val d''Argent';'CC';'FPU';4;9672;9458
'68';246800445;'CC du Centre du Haut-Rhin';'CC';'FPU';9;15965;15767
'68';246800494;'CC du Pays de Rouffach, Vignobles et Châteaux';'CC';'FA';11;13601;13121
'68';246800551;'CC de la Vallée de Kaysersberg';'CC';'FPU';8;16787;16377
'68';246800569;'CC de la Région de Guebwiller';'CC';'FPU';19;38888;38067
'68';246800577;'CC du Pays de Ribeauvillé';'CC';'FPU';16;18721;18286
'68';246800585;'CC de la Vallée de Munster';'CC';'FPU';16;16566;16237
'68';246800676;'CC de la Vallée de la Doller et du Soultzbach';'CC';'FPU';15;16451;16083
'68';246800726;'CA Colmar Agglomération';'CA';'FPU';20;115976;113621
'69';200040566;'CA de l''Ouest Rhodanien';'CA';'FPU';31;51822;50616
'69';200040574;'CC Beaujolais Pierres Dorées';'CC';'FPU';32;54398;53136
'69';200040590;'CA Villefranche Beaujolais Saône';'CA';'FPU';18;74054;72677
'69';200046977;'Métropole de Lyon';'MET69';'FPU';59;1415357;1398892
'69';200066587;'CC des Monts du Lyonnais';'CC';'FPU';32;36177;35088
'69';200067817;'CC Saône-Beaujolais';'CC';'FPU';35;45312;44277
'69';246900575;'CC de l''Est Lyonnais (CCEL)';'CC';'FPU';8;41846;41259
'69';246900625;'CC du Pays de l''Arbresle (CCPA)';'CC';'FPU';17;39055;38057
'69';246900724;'CC des Vallons du Lyonnais (CCVL)';'CC';'FPU';8;30866;30231
'69';246900740;'CC du Pays Mornantais (COPAMO)';'CC';'FPU';11;29587;28915
'69';246900757;'CC de la Vallée du Garon (CCVG)';'CC';'FPU';5;31835;31267
'69';246900765;'CC du Pays de l''Ozon';'CC';'FPU';7;26528;26182
'70';200036150;'CC des Hauts du Val de Saône';'CC';'FPU';48;8721;8517
'70';200036549;'CC Val de Gray';'CC';'FPU';48;21283;20494
'70';200041721;'CC de la Haute Comté';'CC';'FPU';38;18264;17760
'70';200041853;'CC du Pays de Montbozon et du Chanois';'CC';'FPU';27;6815;6580
'70';200041861;'CC du Triangle Vert';'CC';'FPU';42;11249;11053
'70';200041879;'CC Terres de Saône';'CC';'FPU';38;13426;13180
'70';200041887;'CC du Val Marnaysien';'CC';'FPU';45;14576;14340
'70';247000011;'CA de Vesoul';'CA';'FPU';20;33402;32203
'70';247000367;'CC des Combes';'CC';'FPU';27;7768;7631
'70';247000623;'CC des Quatre Rivières';'CC';'FPU';41;9762;9527
'70';247000664;'CC du Pays de Lure';'CC';'FPU';24;20035;19616
'70';247000698;'CC des Monts de Gy';'CC';'FA';25;6303;6148
'70';247000706;'CC du Pays Riolais';'CC';'FPU';33;13066;12818
'70';247000714;'CC du Pays de Villersexel';'CC';'FPU';34;8095;7856
'70';247000722;'CC du Pays d''Héricourt';'CC';'FPU';23;21579;21051
'70';247000755;'CC du Pays de Luxeuil';'CC';'FPU';15;15399;14950
'70';247000821;'CC Rahin et Chérimont';'CC';'FPU';9;12073;11856
'70';247000854;'CC des 1000 étangs';'CC';'FPU';25;8637;8472
'71';200040038;'CC Saône Doubs Bresse';'CC';'FPU';27;12379;12111
'71';200040293;'CC du Clunisois';'CC';'FPU';42;14452;13915
'71';200042414;'CC Bresse Revermont 71';'CC';'FA';17;10047;9875
'71';200069698;'CC Mâconnais - Tournugeois';'CC';'FPU';24;16380;15731
'71';200070308;'CA Mâconnais Beaujolais Agglomération';'CA';'FPU';39;80052;77947
'71';200070316;'CC Entre Arroux, Loire et Somme';'CC';'FPU';30;22952;22458
'71';200070530;'CC du Grand Autunois Morvan';'CC';'FPU';55;37258;35592
'71';200070548;'CC La Clayette Chauffailles en Brionnais';'CC';'FPU';29;15487;15116
'71';200071538;'CC Terres de Bresse';'CC';'FPU';25;22735;22278
'71';200071579;'CC Bresse Louhannaise Intercom''';'CC';'FPU';30;28952;28338
'71';200071645;'CC Saint Cyr Mère Boitier entre Charolais et Mâconnais';'CC';'FPU';16;8254;8020
'71';200071884;'CC Le Grand Charolais';'CC';'FPU';44;41806;40136
'71';247100290;'CU Le Creusot Montceau-les-Mines';'CU';'FPU';34;94764;93072
'71';247100589;'CA Le Grand Chalon';'CA';'FPU';51;117710;113869
'71';247100639;'CC de Marcigny';'CC';'FA';12;6357;6140
'71';247100647;'CC Bresse Nord Intercom''';'CC';'FA';16;6645;6539
'71';247103765;'CC Entre Saône et Grosne';'CC';'FPU';23;11490;11224
'71';247103864;'CC de Semur en Brionnais';'CC';'FA';14;5298;5164
'71';247104094;'CC Sud Côte Chalonnaise';'CC';'FPU';36;11804;11480
'72';200040475;'CC Loué - Brûlon - Noyen';'CC';'FPU';29;18710;18323
'72';200068963;'CC Maine Coeur de Sarthe';'CC';'FPU';13;21654;21296
'72';200070373;'CC Loir-Lucé-Bercé';'CC';'FPU';24;24558;23861
'72';200072676;'CC Maine Saosnois';'CC';'FPU';51;28533;27952
'72';200072684;'CC Le Gesnois Bilurien';'CC';'FPU';23;31453;30968
'72';200072692;'CC des Vallées de la Braye et de l''Anille';'CC';'FPU';19;15814;15380
'72';200072700;'CC Haute Sarthe Alpes Mancelles';'CC';'FPU';38;23378;22929
'72';200072718;'CC de la Champagne Conlinoise et du Pays de Sillé';'CC';'FPU';24;18731;18306
'72';200073112;'CC Sud Sarthe';'CC';'FPU';19;23336;22938
'72';247200090;'CC de Sablé-sur-Sarthe';'CC';'FPU';17;29486;28611
'72';247200132;'CU Le Mans Métropole';'CU';'FA';19;210139;205811
'72';247200348;'CC du Pays Fléchois';'CC';'FPU';14;28266;27002
'72';247200421;'CC du Sud Est du Pays Manceau';'CC';'FPU';5;17964;17508
'72';247200447;'CC Orée de Bercé - Belinois';'CC';'FPU';8;19827;19509
'72';247200629;'CC du Val de Sarthe';'CC';'FPU';16;30928;30433
'72';247200686;'CC du Pays de l''Huisne Sarthoise';'CC';'FPU';33;29381;28659
'73';200023299;'CC Coeur de Tarentaise';'CC';'FA';6;9799;9185
'73';200040798;'CC Val Vanoise';'CC';'FA';9;9396;9134
'73';200041010;'CC Coeur de Savoie';'CC';'FPU';41;37987;37100
'73';200068674;'CA Grand Lac';'CA';'FPU';28;77513;75876
'73';200068997;'CA Arlysère';'CA';'FPU';39;62774;60956
'73';200069110;'CA du Grand Chambéry';'CA';'FPU';38;139572;135290
'73';200070340;'CC Haute Maurienne Vanoise';'CC';'FA';10;8860;8601
'73';200070464;'CC Coeur de Maurienne Arvan';'CC';'FPU';14;15144;14599
'73';247300015;'CC des Vallées d''Aigueblanche';'CC';'FA';3;7422;7233
'73';247300254;'CC de Haute-Tarentaise';'CC';'FA';8;16194;15576
'73';247300262;'CC de Yenne';'CC';'FPU';13;7341;7226
'73';247300361;'CC du Canton de La Chambre';'CC';'FPU';12;7554;7408
'73';247300452;'CC Maurienne Galibier';'CC';'FA';6;5773;5426
'73';247300528;'CC Val Guiers';'CC';'FPU';11;12484;12251
'73';247300668;'CC du Lac d''Aiguebelette (CCLA)';'CC';'FPU';10;6145;5977
'73';247300676;'CC Porte de Maurienne';'CC';'FPU';11;6958;6856
'73';247300817;'CC Les Versants d''Aime';'CC';'FA';4;9936;9655
'74';200000172;'CC Faucigny-Glières';'CC';'FPU';7;28032;27163
'74';200011773;'CA Annemasse-Les Voirons-Agglomération';'CA';'FPU';12;91852;90378
'74';200023372;'CC de la Vallée de Chamonix-Mont-Blanc';'CC';'FPU';4;13580;13069
'74';200033116;'CC Cluses-Arve et Montagnes';'CC';'FPU';10;47145;46089
'74';200034098;'CC des Montagnes du Giffre';'CC';'FPU';8;12444;12145
'74';200034882;'CC Pays du Mont-Blanc';'CC';'FA';10;46359;44857
'74';200066793;'CA du Grand Annecy';'CA';'FPU';34;209719;203784
'74';200067551;'CA Thonon Agglomération';'CA';'FPU';25;90994;88701
'74';200070852;'CC Usses et Rhône';'CC';'FA';26;21180;20710
'74';200071967;'CC Pays d''Evian Vallée d''Abondance';'CC';'FPU';22;42326;41145
'74';247400047;'CC de la Vallée Verte';'CC';'FPU';8;8210;8012
'74';247400112;'CC du Pays de Cruseilles';'CC';'FPU';13;16467;15921
'74';247400567;'CC Fier et Usses';'CC';'FPU';7;15918;15490
'74';247400583;'CC Arve et Salève';'CC';'FPU';8;20374;19917
'74';247400617;'CC des Vallées de Thônes';'CC';'FPU';12;19213;18548
'74';247400666;'CC des Quatre Rivières';'CC';'FPU';11;19885;19416
'74';247400682;'CC du Haut-Chablais';'CC';'FPU';15;13092;12803
'74';247400690;'CC du Genevois';'CC';'FPU';17;48064;47231
'74';247400724;'CC du Pays Rochois';'CC';'FPU';9;28782;28038
'74';247400740;'CC Rumilly Terre de Savoie';'CC';'FPU';17;32285;31499
'74';247400773;'CC des sources du lac d''Annecy';'CC';'FPU';7;15573;15166
'75';200054781;'Métropole du Grand Paris';'METRO';'FPU';131;7125433;7075028
'76';200010700;'CA Caux Seine Agglo';'CA';'FPU';50;79245;77906
'76';200023414;'Métropole Rouen Normandie';'METRO';'FPU';71;499830;492681
'76';200068534;'CC Terroir de Caux';'CC';'FPU';79;38646;37901
'76';200069722;'CC interrégionale Aumale - Blangy-sur-Bresle';'CC';'FA';44;21891;21523
'76';200069730;'CC des 4 rivières';'CC';'FA';53;30136;29354
'76';200069821;'CA Fécamp Caux Littoral Agglomération';'CA';'FPU';33;39307;38635
'76';200069839;'CC de la Côte d''Albâtre';'CC';'FA';63;28442;27799
'76';200069847;'CC Plateau de Caux-Doudeville-Yerville';'CC';'FA';40;21321;21005
'76';200070068;'CC Communauté Bray-Eawy';'CC';'FA';46;25914;25133
'76';200070449;'CC inter-Caux-Vexin';'CC';'FPU';64;55897;55020
'76';200084952;'CU Le Havre Seine Métropole';'CU';'FPU';54;272533;268912
'76';247600505;'CC Campagne-de-Caux';'CC';'FPU';22;15299;15059
'76';247600588;'CC des Villes Soeurs';'CC';'FPU';28;37781;36979
'76';247600604;'CC de Londinières';'CC';'FA';16;5327;5255
'76';247600620;'CC Yvetot Normandie';'CC';'FPU';19;27260;26418
'76';247600646;'CC Caux - Austreberthe';'CC';'FA';9;25576;25183
'76';247600729;'CC Falaises du Talou';'CC';'FPU';24;24150;23598
'76';247600786;'CA de la Région Dieppoise';'CA';'FPU';16;47384;46223
'77';200023125;'CC Les Portes Briardes Entre Villes et Forêts';'CC';'FPU';5;46308;45787
'77';200023240;'CC Pays de Nemours';'CC';'FPU';21;30215;29749
'77';200023919;'CC Gâtinais Val de Loing';'CC';'FPU';20;19035;18716
'77';200033090;'CC Plaines et Monts de France';'CC';'FPU';20;25048;24840
'77';200037133;'CC du Provinois';'CC';'FPU';39;35668;34587
'77';200040251;'CC Bassée-Montois';'CC';'FA';42;23659;23292
'77';200057958;'CA Paris - Vallée de la Marne';'CA';'FPU';12;229194;227943
'77';200070779;'CC Brie des Rivières et Châteaux';'CC';'FPU';31;39906;39446
'77';200072130;'CA du Pays de Meaux';'CA';'FPU';26;107428;106448
'77';200072346;'CA du Pays de Fontainebleau';'CA';'FPU';26;70128;68480
'77';200072544;'CC des Deux Morin';'CC';'FPU';31;26902;26563
'77';200072874;'CC Val Briard';'CC';'FPU';21;28439;28112
'77';200090504;'CA Coulommiers Pays de Brie';'CA';'FPU';54;93514;92149
'77';247700032;'CC Moret Seine et Loing';'CC';'FPU';18;39771;38818
'77';247700057;'CA Melun Val de Seine';'CA';'FPU';20;133185;131924
'77';247700065;'CC du Pays de l''Ourcq';'CC';'FPU';22;17918;17546
'77';247700107;'CC Pays de Montereau';'CC';'FPU';21;44088;43461
'77';247700339;'CA Val d''Europe Agglomération';'CA';'FPU';10;51459;50922
'77';247700594;'CA Marne et Gondoire';'CA';'FPU';20;107974;106750
'77';247700644;'CC l''Orée de la Brie';'CC';'FPU';4;28188;27752
'77';247700701;'CC Brie Nangissienne';'CC';'FPU';20;28054;27809
'78';200033173;'CC de la Haute Vallée de Chevreuse';'CC';'FA';10;25750;25178
'78';200034130;'CC Gally Mauldre';'CC';'FPU';11;22839;22004
'78';200058519;'CA Saint Germain Boucles de Seine';'CA';'FPU';19;342017;335109
'78';200058782;'CA de Saint Quentin en Yvelines';'CA';'FPU';12;231275;228312
'78';200059889;'CU Grand Paris Seine et Oise';'CU';'FPU';73;422041;417556
'78';200071074;'CC Les Portes de l''Ile de France';'CC';'FPU';18;22855;22562
'78';200073344;'CA Rambouillet Territoires';'CA';'FPU';36;80801;79020
'78';247800550;'CC du Pays Houdanais (CCPH)';'CC';'FPU';36;30152;29583
'78';247800584;'CA Versailles Grand Parc (CAVGP)';'CA';'FPU';18;272736;267033
'78';247800618;'CC Coeur d''Yvelines';'CC';'FPU';31;51185;49962
'79';200040244;'CA du Bocage Bressuirais';'CA';'FPU';33;75965;73739
'79';200041317;'CA du Niortais';'CA';'FPU';40;124655;121220
'79';200041333;'CC de Parthenay-Gâtine';'CC';'FPU';38;38510;37381
'79';200041416;'CC Airvaudais-Val du Thouet';'CC';'FPU';9;7042;6897
'79';200041994;'CC Haut Val de Sèvre';'CC';'FPU';19;31527;30803
