'dept';'siren';'raison_sociale';'nature_juridique';'mode_financ';'nb_membres';'total_pop_tot';'total_pop_mun';'dep_com';'insee';'siren_membre';'nom_membre';'ptot_2021';'pmun_2021'
'82';200067122;'CC Coteaux et Plaines du Pays Lafrançaisain';'CC';'FPU';11;11222;11008;'82';'82140';218201408;'Piquecos';447;444
'82';200067122;'CC Coteaux et Plaines du Pays Lafrançaisain';'CC';'FPU';11;11222;11008;'82';'82077';218200772;'Labarthe';404;399
'82';200067122;'CC Coteaux et Plaines du Pays Lafrançaisain';'CC';'FPU';11;11222;11008;'82';'82120';218201200;'Montastruc';303;298
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82186';218201861;'Valence';5367;5213
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82050';218200509;'Dunes';1226;1202
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82101';218201010;'Malause';1194;1178
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82089';218200897;'Lamagistère';1180;1162
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82049';218200491;'Donzac';1056;1043
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82072';218200723;'Golfech';1035;1009
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82073';218200731;'Goudourville';976;945
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82008';218200087;'Auvillar';958;916
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82170';218201705;'Saint-Paul-d''Espis';591;572
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82032';218200327;'Castelsagrat';568;555
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82141';218201416;'Pommevic';550;546
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82165';218201655;'Saint-Loup';529;525
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82065';218200657;'Gasques';420;410
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'47';'47067';214700676;'Clermont-Soubiran';396;388
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82054';218200541;'Espalais';389;382
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82102';218201028;'Mansonville';294;290
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82010';218200103;'Bardigues';285;279
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82160';218201606;'Saint-Clair';277;269
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82166';218201663;'Saint-Michel';272;269
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82175';218201754;'Saint-Vincent-Lespinasse';272;268
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82181';218201812;'Sistels';213;209
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82109';218201093;'Merles';214;201
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'32';'32358';213203581;'Saint-Antoine';196;192
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82130';218201309;'Montjoi';166;165
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82138';218201382;'Perville';154;152
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82158';218201580;'Saint-Cirice';156;151
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'47';'47113';214701138;'Grayssas';139;136
'82';248200016;'CC des Deux Rives';'CC';'FA';28;19199;18750;'82';'82139';218201390;'Le Pin';126;123
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82037';218200376;'Caussade';7055;6835
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82179';218201796;'Septfonds';2275;2225
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82149';218201499;'Réalville';1926;1894
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82131';218201317;'Montpezat-de-Quercy';1620;1579
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82126';218201267;'Monteils';1444;1360
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82113';218201135;'Molières';1208;1183
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82110';218201101;'Mirabel';1055;1037
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82148';218201481;'Puylaroque';726;701
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82119';218201192;'Montalzat';674;656
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82159';218201598;'Saint-Cirq';570;553
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82039';218200392;'Cayrac';574;552
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82174';218201747;'Saint-Vincent-d''Autéjac';290;288
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82092';218200921;'Lapenche';285;281
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82040';218200400;'Cayriech';288;279
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82162';218201622;'Saint-Georges';270;263
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82095';218200954;'Lavaurette';230;217
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82007';218200079;'Auty';143;142
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82078';218200780;'Labastide-de-Penne';129;129
'82';248200057;'CC du Quercy Caussadais';'CC';'FA';19;20870;20279;'82';'82128';218201283;'Montfermier';108;105
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82013';218200137;'Beaumont-de-Lomagne';3939;3765
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82097';218200970;'Lavit';1625;1607
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82093';218200939;'Larrazet';701;693
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82180';218201804;'Sérignac';541;533
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82053';218200533;'Escazeaux';290;287
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82059';218200590;'Faudoas';297;287
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82055';218200558;'Esparsac';263;255
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82068';218200681;'Gimat';241;235
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82104';218201044;'Marsac';186;181
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82129';218201291;'Montgaillard';146;142
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82015';218200152;'Belbèze-en-Lomagne';142;139
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82074';218200749;'Gramont';142;137
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82106';218201069;'Maubec';137;136
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82193';218201937;'Vigueron';139;136
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82036';218200368;'Le Causé';137;135
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82004';218200046;'Asques';134;134
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82091';218200913;'Lamothe-Cumont';130;127
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82064';218200640;'Gariès';118;118
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82083';218200830;'Lachapelle';119;118
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82067';218200673;'Gensac';111;110
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82103';218201036;'Marignac';115;109
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82034';218200343;'Castéra-Bouzet';111;108
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82143';218201432;'Poupas';84;84
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82006';218200061;'Auterive';84;82
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82070';218200707;'Glatens';75;73
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82146';218201465;'Puygaillard-de-Lomagne';66;64
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82047';218200475;'Cumont';51;51
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82163';218201630;'Saint-Jean-du-Bouzet';51;51
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82107';218201077;'Maumusson';48;47
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82009';218200095;'Balignac';42;40
'82';248200065;'CC de la Lomagne Tarn-et-Garonnaise';'CC';'FPU';31;10304;10021;'82';'82071';218200715;'Goas';39;37
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82121';218201218;'Montauban';62405;60952
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82124';218201242;'Montbeton';4330;4243
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82025';218200251;'Bressols';3801;3698
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82167';218201671;'Saint-Nauphary';1897;1857
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82044';218200442;'Corbarieu';1701;1651
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82085';218200855;'Lacourt-Saint-Pierre';1236;1225
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82052';218200525;'Escatalens';1213;1107
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82090';218200905;'Lamothe-Capdeville';1092;1063
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82150';218201507;'Reyniès';885;861
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82195';218201952;'Villemade';774;761
'82';248200099;'CA Grand Montauban';'CA';'FPU';11;79982;78048;'82';'82001';218200012;'Albefeuille-Lagarde';648;630
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82155';218201556;'Saint-Antonin-Noble-Val';1894;1848
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82038';218200384;'Caylus';1485;1457
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82187';218201879;'Varen';667;654
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82088';218200889;'Laguépie';619;606
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82137';218201374;'Parisot';597;585
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82191';218201911;'Verfeil';419;416
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82147';218201473;'Puylagarde';340;332
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82029';218200293;'Castanet';288;285
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82172';218201721;'Saint-Projet';288;280
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82041';218200418;'Cazals';232;229
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82069';218200699;'Ginals';211;205
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82082';218200822;'Lacapelle-Livron';205;200
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82056';218200566;'Espinas';177;173
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82061';218200616;'Féneyrols';146;144
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82100';218201002;'Loze';146;138
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'82';'82133';218201333;'Mouillac';97;96
'82';248200107;'CC du Quercy Rouergue et des Gorges de l''Aveyron';'CC';'FPU';17;7846;7683;'81';'81184';218101848;'Montrosier';35;35
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83081';218300812;'Montauroux';6610;6479
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83055';218300556;'Fayence';5851;5765
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83029';218300291;'Callian';3312;3252
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83138';218301380;'Tourrettes';2921;2871
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83008';218300085;'Bagnols-en-Forêt';2888;2830
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83124';218301240;'Seillans';2704;2671
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83117';218301174;'Saint-Paul-en-Forêt';1784;1743
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83133';218301331;'Tanneron';1699;1666
'83';200004802;'CC du Pays de Fayence';'CC';'FPU';9;28595;28088;'83';'83080';218300804;'Mons';826;811
'83';200027100;'CC Méditerranée Porte des Maures';'CC';'FPU';6;44752;44109;'83';'83049';218300499;'Cuers';11697;11560
'83';200027100;'CC Méditerranée Porte des Maures';'CC';'FPU';6;44752;44109;'83';'83071';218300713;'La Londe-les-Maures';10522;10389
'83';200027100;'CC Méditerranée Porte des Maures';'CC';'FPU';6;44752;44109;'83';'83019';218300192;'Bormes-les-Mimosas';8341;8223
'83';200027100;'CC Méditerranée Porte des Maures';'CC';'FPU';6;44752;44109;'83';'83091';218300911;'Pierrefeu-du-Var';6169;6065
'83';200027100;'CC Méditerranée Porte des Maures';'CC';'FPU';6;44752;44109;'83';'83070';218300705;'Le Lavandou';6043;5981
'83';200027100;'CC Méditerranée Porte des Maures';'CC';'FPU';6;44752;44109;'83';'83043';218300432;'Collobrières';1980;1891
'83';200035319;'CA Var Esterel Méditerranée (CAVEM)';'CA';'FPU';5;116680;114875;'83';'83061';218300614;'Fréjus';54623;53786
'83';200035319;'CA Var Esterel Méditerranée (CAVEM)';'CA';'FPU';5;116680;114875;'83';'83118';218301182;'Saint-Raphaël';36231;35633
'83';200035319;'CA Var Esterel Méditerranée (CAVEM)';'CA';'FPU';5;116680;114875;'83';'83107';218301075;'Roquebrune-sur-Argens';14815;14626
'83';200035319;'CA Var Esterel Méditerranée (CAVEM)';'CA';'FPU';5;116680;114875;'83';'83099';218300994;'Puget-sur-Argens';8172;8064
'83';200035319;'CA Var Esterel Méditerranée (CAVEM)';'CA';'FPU';5;116680;114875;'83';'83001';218300010;'Les Adrets-de-l''Estérel';2839;2766
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83115';218301158;'Sainte-Maxime';14457;14240
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83042';218300424;'Cogolin';11798;11556
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83036';218300366;'Cavalaire-sur-Mer';7583;7499
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83068';218300689;'Grimaud';4613;4553
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83119';218301190;'Saint-Tropez';4179;4103
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83048';218300481;'La Croix-Valmer';3879;3778
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83094';218300945;'Le Plan-de-la-Tour';2987;2937
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83065';218300655;'Gassin';2640;2586
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83101';218301018;'Ramatuelle';2126;2079
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83063';218300630;'La Garde-Freinet';1909;1867
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83079';218300796;'La Môle';1471;1446
'83';200036077;'CC du Golfe de Saint-Tropez';'CC';'FPU';12;58345;57333;'83';'83152';218301521;'Rayol-Canadel-sur-Mer';703;689
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83104';218301042;'Rians';4339;4255
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83012';218300127;'Barjols';3014;2975
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83125';218301257;'Seillons-Source-d''Argens';2540;2502
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83113';218301133;'Saint-Julien';2447;2406
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83066';218300663;'Ginasservis';1893;1859
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83146';218301463;'La Verdière';1621;1608
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83135';218301356;'Tavernes';1418;1402
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83025';218300259;'Brue-Auriac';1418;1397
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83145';218301455;'Varages';1199;1184
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83095';218300952;'Pontevès';762;744
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83084';218300846;'Montmeyan';549;546
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83060';218300606;'Fox-Amphoux';464;460
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83052';218300523;'Esparron';369;364
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83006';218300069;'Artigues';279;271
'83';200040202;'CC Provence Verdon';'CC';'FPU';15;22561;22218;'83';'83114';218301141;'Saint-Martin-de-Pallières';249;245
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83102';218301026;'Régusse';2640;2625
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83007';218300077;'Aups';2312;2275
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83149';218301497;'Villecroze';1494;1466
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83139';218301398;'Tourtour';598;583
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83015';218300150;'Bauduen';324;320
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83005';218300051;'Artignosc-sur-Verdon';307;301
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83078';218300788;'Moissac-Bellevue';298;291
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83002';218300028;'Aiguines';277;272
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83122';218301224;'Les Salles-sur-Verdon';240;236
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83014';218300143;'Baudinard-sur-Verdon';237;229
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83074';218300747;'La Martre';217;212
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83142';218301422;'Trigance';204;200
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83040';218300408;'Châteauvieux';82;81
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83020';218300200;'Le Bourguet';39;38
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83022';218300226;'Brenon';27;27
'83';200040210;'CC Lacs et Gorges du Verdon';'CC';'FPU';16;9305;9165;'83';'83147';218301471;'Vérignon';9;9
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83023';218300234;'Brignoles';17716;17364
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83116';218301166;'Saint-Maximin-la-Sainte-Baume';17063;16574
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83064';218300648;'Garéoult';5409;5310
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83097';218300978;'Pourrières';5267;5177
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83106';218301067;'Rocbaron';5208;5142
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83140';218301406;'Tourves';5127;5056
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83087';218300879;'Nans-les-Pins';4886;4802
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83143';218301430;'Le Val';4388;4293
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83032';218300325;'Carcès';3495;3414
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83059';218300598;'Forcalqueiret';3109;3061
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83088';218300887;'Néoules';2836;2770
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83021';218300218;'Bras';2716;2663
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83108';218301083;'La Roquebrussanne';2372;2329
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83077';218300770;'Méounes-lès-Montrieux';2222;2202
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83093';218300937;'Plan-d''Aups-Sainte-Baume';2200;2174
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83046';218300465;'Cotignac';2175;2136
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83111';218301117;'Sainte-Anastasie-sur-Issole';2048;2023
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83030';218300309;'Camps-la-Source';1949;1902
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83110';218301109;'Rougiers';1689;1660
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83096';218300960;'Pourcieux';1593;1571
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83037';218300374;'La Celle';1531;1476
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83083';218300838;'Montfort-sur-Argens';1410;1385
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83051';218300515;'Entrecasteaux';1147;1124
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83151';218301513;'Vins-sur-Caramy';1004;988
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83045';218300457;'Correns';920;912
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83076';218300762;'Mazaugues';891;878
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83089';218300895;'Ollières';669;647
'83';200068104;'CA de la Provence Verte';'CA';'FPU';28;101210;99179;'83';'83039';218300390;'Châteauvert';170;146
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83123';218301232;'Sanary-sur-Mer';16960;16696
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83112';218301125;'Saint-Cyr-sur-Mer';11829;11580
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83016';218300168;'Le Beausset';9964;9790
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83009';218300093;'Bandol';8549;8404
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83027';218300275;'La Cadière-d''Azur';5660;5563
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83035';218300358;'Le Castellet';3928;3887
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83127';218301273;'Signes';2936;2892
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83053';218300531;'Évenos';2474;2423
'83';248300394;'CA Sud Sainte Baume';'CA';'FPU';9;62348;61283;'83';'83105';218301059;'Riboux';48;48
'83';248300410;'CC de la Vallée du Gapeau';'CC';'FPU';5;31932;31456;'83';'83130';218301307;'Solliès-Pont';11673;11496
'83';248300410;'CC de la Vallée du Gapeau';'CC';'FPU';5;31932;31456;'83';'83054';218300549;'La Farlède';9462;9348
'83';248300410;'CC de la Vallée du Gapeau';'CC';'FPU';5;31932;31456;'83';'83131';218301315;'Solliès-Toucas';5803;5696
'83';248300410;'CC de la Vallée du Gapeau';'CC';'FPU';5;31932;31456;'83';'83132';218301323;'Solliès-Ville';2533;2488
'83';248300410;'CC de la Vallée du Gapeau';'CC';'FPU';5;31932;31456;'83';'83017';218300176;'Belgentier';2461;2428
